"Protein ID";"m";"stat";"p"
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264563"";""ENSP00000264563"")";42;9,87755102040816;0,0843
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264595"";""ENSP00000264595"")";122;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264596"";""ENSP00000264596"")";220;18,0615243342516;0,2242
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264651"";""ENSP00000264651"")";42;55,0816870634;0,0098
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264661"";""ENSP00000264661"")";62;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264664"";""ENSP00000264664"")";184;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264717"";""ENSP00000264717"")";63;64,9878091425174;0,011
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264734"";""ENSP00000264734"")";95;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264735"";""ENSP00000264735"")";92;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264824"";""ENSP00000264824"")";50;40,847672869089;0,016
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264828"";""ENSP00000264828"")";159;6,25;0,4241
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264832"";""ENSP00000264832"")";59;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264833"";""ENSP00000264833"")";59;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264834"";""ENSP00000264834"")";33;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264867"";""ENSP00000264867"")";92;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264933"";""ENSP00000264933"")";90;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264935"";""ENSP00000264935"")";169;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264952"";""ENSP00000264952"")";178;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264982"";""ENSP00000264982"")";165;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264990"";""ENSP00000264990"")";429;6,67361111111111;0,6638
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000264995"";""ENSP00000264995"")";159;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265018"";""ENSP00000265018"")";358;69,8368862079108;0,0877
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265044"";""ENSP00000265044"")";111;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265107"";""ENSP00000265107"")";660;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265138"";""ENSP00000265138"")";85;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265174"";""ENSP00000265174"")";299;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265191"";""ENSP00000265191"")";54;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265271"";""ENSP00000265271"")";231;11,5343538625846;0,3203
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265310"";""ENSP00000265310"")";49;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265339"";""ENSP00000265339"")";79;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265354"";""ENSP00000265354"")";52;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265381"";""ENSP00000265381"")";1;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265395"";""ENSP00000265395"")";410;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265404"";""ENSP00000265404"")";109;7,65052059755546;0,2531
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265431"";""ENSP00000265431"")";165;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265465"";""ENSP00000265465"")";55;119,782234808606;0,0035
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265512"";""ENSP00000265512"")";70;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265598"";""ENSP00000265598"")";202;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265634"";""ENSP00000265634"")";68;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265643"";""ENSP00000265643"")";72;9,87755102040816;0,1401
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265728"";""ENSP00000265728"")";62;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265857"";""ENSP00000265857"")";141;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265969"";""ENSP00000265969"")";152;13,8705632716049;0,2169
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000265981"";""ENSP00000265981"")";156;9,58049886621315;0,2554
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266025"";""ENSP00000266025"")";21;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266066"";""ENSP00000266066"")";75;7,89342403628118;0,1914
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266069"";""ENSP00000266069"")";2;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266086"";""ENSP00000266086"")";125;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266263"";""ENSP00000266263"")";31;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266395"";""ENSP00000266395"")";68;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266397"";""ENSP00000266397"")";95;8,10059171597633;0,206
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266483"";""ENSP00000266483"")";64;29,3565644596811;0,0426
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266529"";""ENSP00000266529"")";83;20,0458223062382;0,0817
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266557"";""ENSP00000266557"")";55;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266560"";""ENSP00000266560"")";43;6,6405325443787;0,1826
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266581"";""ENSP00000266581"")";38;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266594"";""ENSP00000266594"")";52;10,358039371119;0,102
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266604"";""ENSP00000266604"")";95;30,7107881584006;0,0608
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266643"";""ENSP00000266643"")";14;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266646"";""ENSP00000266646"")";34;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266718"";""ENSP00000266718"")";67;44,4057565690968;0,0229
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266719"";""ENSP00000266719"")";41;7,97231833910034;0,1184
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266736"";""ENSP00000266736"")";157;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000266744"";""ENSP00000266744"")";65;12,5207100591716;0,1087
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267017"";""ENSP00000267017"")";84;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267119"";""ENSP00000267119"")";137;7,43801652892562;0,3075
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267202"";""ENSP00000267202"")";87;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267205"";""ENSP00000267205"")";69;8,16326530612245;0,167
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267273"";""ENSP00000267273"")";55;9;0,1215
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267291"";""ENSP00000267291"")";34;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267294"";""ENSP00000267294"")";56;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267328"";""ENSP00000267328"")";181;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267377"";""ENSP00000267377"")";81;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267426"";""ENSP00000267426"")";85;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267549"";""ENSP00000267549"")";45;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267584"";""ENSP00000267584"")";325;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267594"";""ENSP00000267594"")";61;7,47111111111111;0,1777
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267812"";""ENSP00000267812"")";39;9,46745562130178;0,0884
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267853"";""ENSP00000267853"")";394;219,039470845564;0,0201
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267889"";""ENSP00000267889"")";93;74,2177842185229;0,017
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267953"";""ENSP00000267953"")";115;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267973"";""ENSP00000267973"")";124;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000267984"";""ENSP00000267984"")";70;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000268042"";""ENSP00000268042"")";97;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000268383"";""ENSP00000268383"")";26;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000268389"";""ENSP00000268389"")";56;6,92520775623269;0,2003
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000268459"";""ENSP00000268459"")";124;59,2739233958631;0,0333
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000268483"";""ENSP00000268483"")";52;14,0717874921172;0,0789
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000268661"";""ENSP00000268661"")";104;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000268711"";""ENSP00000268711"")";72;88,8444051729974;0,0088
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000268793"";""ENSP00000268793"")";21;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000268919"";""ENSP00000268919"")";62;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269097"";""ENSP00000269097"")";118;38,397188561841;0,0557
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269466"";""ENSP00000269466"")";88;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269491"";""ENSP00000269491"")";123;7,5625;0,2794
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269576"";""ENSP00000269576"")";24;52,5953017189819;0,0041
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269582"";""ENSP00000269582"")";53;21,2465402878223;0,0493
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269593"";""ENSP00000269593"")";60;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269720"";""ENSP00000269720"")";18;6,80529300567108;0,0938
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269834"";""ENSP00000269834"")";96;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269856"";""ENSP00000269856"")";90;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269878"";""ENSP00000269878"")";103;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269881"";""ENSP00000269881"")";47;15,2228099173554;0,0638
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269886"";""ENSP00000269886"")";140;28,7032121207831;0,0974
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000269967"";""ENSP00000269967"")";84;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270112"";""ENSP00000270112"")";257;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270162"";""ENSP00000270162"")";85;7,38421550094518;0,2304
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270172"";""ENSP00000270172"")";148;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270310"";""ENSP00000270310"")";96;7,36734693877551;0,2503
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270458"";""ENSP00000270458"")";193;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270502"";""ENSP00000270502"")";34;7,11111111111111;0,1342
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270538"";""ENSP00000270538"")";70;23,5489485569088;0,0572
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270560"";""ENSP00000270560"")";82;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270590"";""ENSP00000270590"")";86;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270593"";""ENSP00000270593"")";86;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270625"";""ENSP00000270625"")";36;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270631"";""ENSP00000270631"")";65;9;0,1346
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270645"";""ENSP00000270645"")";72;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270800"";""ENSP00000270800"")";34;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000270824"";""ENSP00000270824"")";26;8,21777777777778;0,083
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000271331"";""ENSP00000271331"")";58;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000271332"";""ENSP00000271332"")";72;27,1561578356833;0,049
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000271638"";""ENSP00000271638"")";21;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000271835"";""ENSP00000271835"")";54;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272133"";""ENSP00000272133"")";528;55,495022674476;0,1836
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272134"";""ENSP00000272134"")";76;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272164"";""ENSP00000272164"")";94;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272217"";""ENSP00000272217"")";139;8,16326530612245;0,2693
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272223"";""ENSP00000272223"")";65;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272224"";""ENSP00000272224"")";92;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272286"";""ENSP00000272286"")";217;356,019453946049;0,0042
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272342"";""ENSP00000272342"")";86;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272367"";""ENSP00000272367"")";112;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272395"";""ENSP00000272395"")";19;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272425"";""ENSP00000272425"")";37;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272462"";""ENSP00000272462"")";76;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272520"";""ENSP00000272520"")";43;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272641"";""ENSP00000272641"")";229;17,13661117717;0,2354
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272852"";""ENSP00000272852"")";103;10,6481994459834;0,1739
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000272928"";""ENSP00000272928"")";53;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273062"";""ENSP00000273062"")";62;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273067"";""ENSP00000273067"")";326;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273130"";""ENSP00000273130"")";128;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273258"";""ENSP00000273258"")";60;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273286"";""ENSP00000273286"")";170;48,3062586088154;0,0592
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273308"";""ENSP00000273308"")";29;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273352"";""ENSP00000273352"")";155;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273359"";""ENSP00000273359"")";179;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273371"";""ENSP00000273371"")";66;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273590"";""ENSP00000273590"")";36;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273596"";""ENSP00000273596"")";34;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273610"";""ENSP00000273610"")";17;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273668"";""ENSP00000273668"")";121;6,47933884297521;0,354
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273861"";""ENSP00000273861"")";60;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273905"";""ENSP00000273905"")";137;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273936"";""ENSP00000273936"")";93;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000273968"";""ENSP00000273968"")";45;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274008"";""ENSP00000274008"")";743;14,9843912591051;0,6062
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274024"";""ENSP00000274024"")";51;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274054"";""ENSP00000274054"")";150;48,7727764428761;0,0534
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274063"";""ENSP00000274063"")";56;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274217"";""ENSP00000274217"")";65;62,3058694552201;0,0124
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274306"";""ENSP00000274306"")";59;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274457"";""ENSP00000274457"")";185;14,3949736757448;0,2448
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274458"";""ENSP00000274458"")";364;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274507"";""ENSP00000274507"")";43;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274520"";""ENSP00000274520"")";33;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274532"";""ENSP00000274532"")";174;14,1661644857668;0,2269
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274605"";""ENSP00000274605"")";106;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274606"";""ENSP00000274606"")";68;9,11356354574582;0,1404
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274625"";""ENSP00000274625"")";68;20,4140123300355;0,0629
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274629"";""ENSP00000274629"")";62;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274710"";""ENSP00000274710"")";47;21,888807490671;0,0421
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274711"";""ENSP00000274711"")";35;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274764"";""ENSP00000274764"")";70;9,97229916897507;0,1281
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274766"";""ENSP00000274766"")";42;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274787"";""ENSP00000274787"")";44;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274813"";""ENSP00000274813"")";92;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274849"";""ENSP00000274849"")";58;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000274938"";""ENSP00000274938"")";98;14,9843912591051;0,1287
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275016"";""ENSP00000275016"")";210;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275072"";""ENSP00000275072"")";117;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275198"";""ENSP00000275198"")";30;8,50694444444445;0,0815
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275200"";""ENSP00000275200"")";47;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275216"";""ENSP00000275216"")";73;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275230"";""ENSP00000275230"")";129;6,6405325443787;0,356
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275300"";""ENSP00000275300"")";266;37,2808037084104;0,1342
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275461"";""ENSP00000275461"")";31;25,5334766466605;0,0222
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275560"";""ENSP00000275560"")";86;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275764"";""ENSP00000275764"")";134;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275766"";""ENSP00000275766"")";81;16,9952816154409;0,0997
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275767"";""ENSP00000275767"")";63;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000275820"";""ENSP00000275820"")";113;71,1965896232717;0,0213
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000276410"";""ENSP00000276410"")";62;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000276571"";""ENSP00000276571"")";70;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000276590"";""ENSP00000276590"")";91;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000276594"";""ENSP00000276594"")";171;12,7551020408163;0,2481
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000276616"";""ENSP00000276616"")";43;8,32100591715976;0,1123
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000276708"";""ENSP00000276708"")";136;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000276927"";""ENSP00000276927"")";50;14,8622272438387;0,0743
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000276943"";""ENSP00000276943"")";76;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000277216"";""ENSP00000277216"")";51;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000277309"";""ENSP00000277309"")";44;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000277517"";""ENSP00000277517"")";69;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000277526"";""ENSP00000277526"")";39;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000277554"";""ENSP00000277554"")";352;36,0183984558011;0,1914
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000277942"";""ENSP00000277942"")";180;35,8358951810015;0,0959
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278198"";""ENSP00000278198"")";3089;35,3633629538884;0,9212
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278282"";""ENSP00000278282"")";23;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278409"";""ENSP00000278409"")";55;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278412"";""ENSP00000278412"")";63;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278426"";""ENSP00000278426"")";48;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278505"";""ENSP00000278505"")";149;7,87934749153586;0,304
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278823"";""ENSP00000278823"")";53;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278829"";""ENSP00000278829"")";138;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278833"";""ENSP00000278833"")";55;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278855"";""ENSP00000278855"")";60;7,17474489795918;0,1988
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278888"";""ENSP00000278888"")";154;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278937"";""ENSP00000278937"")";38;7,5625;0,1265
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000278947"";""ENSP00000278947"")";103;13,6845038974765;0,1624
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279028"";""ENSP00000279028"")";92;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279058"";""ENSP00000279058"")";67;10,5625;0,1176
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279168"";""ENSP00000279168"")";34;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279206"";""ENSP00000279206"")";38;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279242"";""ENSP00000279242"")";31;15,0892318800569;0,0459
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279249"";""ENSP00000279249"")";28;94,4095533131477;0,0017
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279281"";""ENSP00000279281"")";39;7,21306122448979;0,1442
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279488"";""ENSP00000279488"")";25;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279575"";""ENSP00000279575"")";51;7,07333635129018;0,1809
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279783"";""ENSP00000279783"")";38;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279791"";""ENSP00000279791"")";55;7,84;0,1529
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000279804"";""ENSP00000279804"")";24;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280098"";""ENSP00000280098"")";195;16,642200519261;0,2164
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280155"";""ENSP00000280155"")";28;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280191"";""ENSP00000280191"")";104;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280200"";""ENSP00000280200"")";295;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280236"";""ENSP00000280236"")";512;65,8017253179559;0,1527
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280325"";""ENSP00000280325"")";193;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280362"";""ENSP00000280362"")";33;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280605"";""ENSP00000280605"")";53;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280606"";""ENSP00000280606"")";29;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280614"";""ENSP00000280614"")";70;7,11111111111111;0,2179
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280684"";""ENSP00000280684"")";123;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280701"";""ENSP00000280701"")";26;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280734"";""ENSP00000280734"")";80;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000280800"";""ENSP00000280800"")";168;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281030"";""ENSP00000281030"")";33;7,41049382716049;0,1226
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281047"";""ENSP00000281047"")";43;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281154"";""ENSP00000281154"")";200;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281321"";""ENSP00000281321"")";62;9,87755102040816;0,1213
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281437"";""ENSP00000281437"")";182;6,92520775623269;0,4108
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281441"";""ENSP00000281441"")";155;15,0005165289256;0,2002
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281589"";""ENSP00000281589"")";71;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281722"";""ENSP00000281722"")";168;8,37950138504155;0,2968
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281741"";""ENSP00000281741"")";480;56,8443604067867;0,1563
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281830"";""ENSP00000281830"")";76;9;0,1679
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000281882"";""ENSP00000281882"")";40;0;1
