"Protein ID";"m";"stat";"p"
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000328878"";""ENSP00000328878"")";112;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000328928"";""ENSP00000328928"")";40;16,763158178867;0,0471
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329137"";""ENSP00000329137"")";50;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329200"";""ENSP00000329200"")";54;9;0,1218
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329210"";""ENSP00000329210"")";26;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329287"";""ENSP00000329287"")";142;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329295"";""ENSP00000329295"")";54;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329312"";""ENSP00000329312"")";45;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329318"";""ENSP00000329318"")";51;8,3324476564991;0,1378
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329380"";""ENSP00000329380"")";55;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329418"";""ENSP00000329418"")";48;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329471"";""ENSP00000329471"")";102;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329507"";""ENSP00000329507"")";45;19,7768595041322;0,0458
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329548"";""ENSP00000329548"")";147;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329565"";""ENSP00000329565"")";67;19,1038768448556;0,0676
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329584"";""ENSP00000329584"")";22;7,94214876033058;0,0766
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329638"";""ENSP00000329638"")";1626;30,12652064469;0,7254
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329662"";""ENSP00000329662"")";50;55,2313876036463;0,0121
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329684"";""ENSP00000329684"")";45;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329735"";""ENSP00000329735"")";35;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329803"";""ENSP00000329803"")";38;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329858"";""ENSP00000329858"")";137;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329860"";""ENSP00000329860"")";192;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329890"";""ENSP00000329890"")";1;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329904"";""ENSP00000329904"")";33;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329918"";""ENSP00000329918"")";63;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329920"";""ENSP00000329920"")";43;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329926"";""ENSP00000329926"")";20;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000329991"";""ENSP00000329991"")";52;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330051"";""ENSP00000330051"")";40;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330074"";""ENSP00000330074"")";39;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330101"";""ENSP00000330101"")";138;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330199"";""ENSP00000330199"")";135;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330218"";""ENSP00000330218"")";91;34,3469444444444;0,0495
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330280"";""ENSP00000330280"")";59;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330338"";""ENSP00000330338"")";61;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330341"";""ENSP00000330341"")";50;6,61224489795918;0,2046
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330381"";""ENSP00000330381"")";79;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330389"";""ENSP00000330389"")";32;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330426"";""ENSP00000330426"")";123;23,8970719534809;0,0981
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330475"";""ENSP00000330475"")";148;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330587"";""ENSP00000330587"")";90;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330606"";""ENSP00000330606"")";1421;30,1188564359528;0,6756
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330612"";""ENSP00000330612"")";121;57,889503731584;0,0341
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330631"";""ENSP00000330631"")";238;129,657401967326;0,0242
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330694"";""ENSP00000330694"")";85;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330720"";""ENSP00000330720"")";62;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330730"";""ENSP00000330730"")";34;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330746"";""ENSP00000330746"")";10;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330808"";""ENSP00000330808"")";104;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330875"";""ENSP00000330875"")";36;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330878"";""ENSP00000330878"")";83;37,0286103184002;0,0387
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330898"";""ENSP00000330898"")";55;9;0,1245
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330904"";""ENSP00000330904"")";61;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000330918"";""ENSP00000330918"")";23;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331040"";""ENSP00000331040"")";43;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331211"";""ENSP00000331211"")";89;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331268"";""ENSP00000331268"")";66;9;0,1431
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331298"";""ENSP00000331298"")";111;126,446096576266;0,0091
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331302"";""ENSP00000331302"")";97;21,8820861678005;0,0862
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331305"";""ENSP00000331305"")";80;30,3085045021004;0,0475
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331358"";""ENSP00000331358"")";64;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331397"";""ENSP00000331397"")";46;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331435"";""ENSP00000331435"")";1;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331470"";""ENSP00000331470"")";124;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331474"";""ENSP00000331474"")";118;6,76;0,3353
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331545"";""ENSP00000331545"")";63;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331581"";""ENSP00000331581"")";33;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331636"";""ENSP00000331636"")";80;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331640"";""ENSP00000331640"")";78;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331691"";""ENSP00000331691"")";30;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331734"";""ENSP00000331734"")";116;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331745"";""ENSP00000331745"")";71;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331774"";""ENSP00000331774"")";83;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331823"";""ENSP00000331823"")";79;15,5174738668809;0,1064
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331849"";""ENSP00000331849"")";70;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000331915"";""ENSP00000331915"")";78;34,1598758951301;0,0382
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332118"";""ENSP00000332118"")";51;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332134"";""ENSP00000332134"")";80;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332139"";""ENSP00000332139"")";67;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332162"";""ENSP00000332162"")";55;23,2336111111111;0,0468
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332163"";""ENSP00000332163"")";76;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332194"";""ENSP00000332194"")";32;25,6250694444444;0,0221
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332198"";""ENSP00000332198"")";39;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332225"";""ENSP00000332225"")";44;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332288"";""ENSP00000332288"")";132;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332293"";""ENSP00000332293"")";69;28,7288851510103;0,0446
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332325"";""ENSP00000332325"")";30;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332340"";""ENSP00000332340"")";24;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332433"";""ENSP00000332433"")";66;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332448"";""ENSP00000332448"")";82;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332488"";""ENSP00000332488"")";62;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332504"";""ENSP00000332504"")";74;7,81593247774309;0,2002
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332511"";""ENSP00000332511"")";197;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332591"";""ENSP00000332591"")";53;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332613"";""ENSP00000332613"")";61;15,0816151448426;0,0945
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332659"";""ENSP00000332659"")";39;15,687641723356;0,0525
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332679"";""ENSP00000332679"")";64;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332690"";""ENSP00000332690"")";26;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332706"";""ENSP00000332706"")";87;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332723"";""ENSP00000332723"")";315;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332790"";""ENSP00000332790"")";32;25,6250694444444;0,0199
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332805"";""ENSP00000332805"")";45;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332809"";""ENSP00000332809"")";35;9;0,0784
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332812"";""ENSP00000332812"")";49;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332886"";""ENSP00000332886"")";372;58,1928995279246;0,119
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332963"";""ENSP00000332963"")";37;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000332969"";""ENSP00000332969"")";98;6,49750096116878;0,3133
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333018"";""ENSP00000333018"")";80;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333037"";""ENSP00000333037"")";40;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333097"";""ENSP00000333097"")";85;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333181"";""ENSP00000333181"")";212;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333183"";""ENSP00000333183"")";10;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333196"";""ENSP00000333196"")";102;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333234"";""ENSP00000333234"")";72;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333277"";""ENSP00000333277"")";11;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333292"";""ENSP00000333292"")";156;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333310"";""ENSP00000333310"")";87;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333329"";""ENSP00000333329"")";1;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333358"";""ENSP00000333358"")";105;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333374"";""ENSP00000333374"")";653;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333395"";""ENSP00000333395"")";59;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333401"";""ENSP00000333401"")";40;6,84023668639053;0,1631
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333490"";""ENSP00000333490"")";143;10,5820873856873;0,2222
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333534"";""ENSP00000333534"")";81;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333591"";""ENSP00000333591"")";24;7,4818339100346;0,0938
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333639"";""ENSP00000333639"")";74;7,63504155124654;0,2051
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333680"";""ENSP00000333680"")";132;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333724"";""ENSP00000333724"")";56;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333725"";""ENSP00000333725"")";316;71,5843488391931;0,0746
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333735"";""ENSP00000333735"")";47;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333779"";""ENSP00000333779"")";96;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333800"";""ENSP00000333800"")";90;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333821"";""ENSP00000333821"")";163;7,49716553287982;0,3431
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333887"";""ENSP00000333887"")";27;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333948"";""ENSP00000333948"")";62;9,37890625;0,131
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333952"";""ENSP00000333952"")";52;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333980"";""ENSP00000333980"")";97;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333993"";""ENSP00000333993"")";29;8,4462890625;0,0821
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000333994"";""ENSP00000333994"")";88;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334044"";""ENSP00000334044"")";28;16,8767246656207;0,0332
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334050"";""ENSP00000334050"")";73;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334068"";""ENSP00000334068"")";62;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334072"";""ENSP00000334072"")";44;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334115"";""ENSP00000334115"")";75;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334122"";""ENSP00000334122"")";150;22,9387755102041;0,1309
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334134"";""ENSP00000334134"")";93;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334181"";""ENSP00000334181"")";97;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334187"";""ENSP00000334187"")";41;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334216"";""ENSP00000334216"")";82;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334223"";""ENSP00000334223"")";123;50,6646470650803;0,0393
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334246"";""ENSP00000334246"")";146;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334287"";""ENSP00000334287"")";39;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334300"";""ENSP00000334300"")";53;7,74291115311909;0,148
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334364"";""ENSP00000334364"")";117;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334418"";""ENSP00000334418"")";60;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334441"";""ENSP00000334441"")";32;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334448"";""ENSP00000334448"")";351;7,1846104793283;0,5491
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334452"";""ENSP00000334452"")";54;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334456"";""ENSP00000334456"")";137;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334472"";""ENSP00000334472"")";42;6,890625;0,164
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334547"";""ENSP00000334547"")";41;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334560"";""ENSP00000334560"")";32;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334564"";""ENSP00000334564"")";4;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334644"";""ENSP00000334644"")";90;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334650"";""ENSP00000334650"")";40;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334681"";""ENSP00000334681"")";129;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334696"";""ENSP00000334696"")";66;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334798"";""ENSP00000334798"")";38;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334805"";""ENSP00000334805"")";64;7,67890840470315;0,1751
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334834"";""ENSP00000334834"")";20;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334851"";""ENSP00000334851"")";82;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334866"";""ENSP00000334866"")";24;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334869"";""ENSP00000334869"")";14;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334872"";""ENSP00000334872"")";76;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334879"";""ENSP00000334879"")";44;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334922"";""ENSP00000334922"")";82;20,3616276400367;0,0798
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334934"";""ENSP00000334934"")";555;68,9604871591362;0,1525
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334974"";""ENSP00000334974"")";239;117,531982373154;0,0274
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334985"";""ENSP00000334985"")";36;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000334996"";""ENSP00000334996"")";66;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335006"";""ENSP00000335006"")";52;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335024"";""ENSP00000335024"")";99;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335025"";""ENSP00000335025"")";111;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335038"";""ENSP00000335038"")";227;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335042"";""ENSP00000335042"")";185;20,74265625;0,1735
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335060"";""ENSP00000335060"")";31;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335147"";""ENSP00000335147"")";66;9,35640138408304;0,144
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335158"";""ENSP00000335158"")";73;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335201"";""ENSP00000335201"")";43;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335255"";""ENSP00000335255"")";93;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335281"";""ENSP00000335281"")";122;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335285"";""ENSP00000335285"")";60;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335292"";""ENSP00000335292"")";53;9,39125910509886;0,1142
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335358"";""ENSP00000335358"")";63;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335382"";""ENSP00000335382"")";42;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335392"";""ENSP00000335392"")";117;25,8990797201727;0,0846
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335397"";""ENSP00000335397"")";43;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335493"";""ENSP00000335493"")";27;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335503"";""ENSP00000335503"")";21;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335538"";""ENSP00000335538"")";74;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335560"";""ENSP00000335560"")";36;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335565"";""ENSP00000335565"")";48;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335566"";""ENSP00000335566"")";33;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335567"";""ENSP00000335567"")";32;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335575"";""ENSP00000335575"")";90;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335578"";""ENSP00000335578"")";102;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335596"";""ENSP00000335596"")";120;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335620"";""ENSP00000335620"")";110;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335623"";""ENSP00000335623"")";110;6,6405325443787;0,3276
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000335660"";""ENSP00000335660"")";33;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000336587"";""ENSP00000336587"")";179;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000336655"";""ENSP00000336655"")";110;6,69896193771626;0,3223
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000337060"";""ENSP00000337060"")";50;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000337289"";""ENSP00000337289"")";100;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000337368"";""ENSP00000337368"")";53;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000337466"";""ENSP00000337466"")";84;10,5625;0,1528
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000337473"";""ENSP00000337473"")";46;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000337510"";""ENSP00000337510"")";144;11,3140495867769;0,2253
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000337632"";""ENSP00000337632"")";169;7,21306122448979;0,3659
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000338369"";""ENSP00000338369"")";107;14,1402921602847;0,1558
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000338572"";""ENSP00000338572"")";49;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000338607"";""ENSP00000338607"")";109;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339238"";""ENSP00000339238"")";90;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339250"";""ENSP00000339250"")";71;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339314"";""ENSP00000339314"")";223;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339324"";""ENSP00000339324"")";52;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339340"";""ENSP00000339340"")";75;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339356"";""ENSP00000339356"")";74;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339384"";""ENSP00000339384"")";51;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339405"";""ENSP00000339405"")";87;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339495"";""ENSP00000339495"")";113;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339566"";""ENSP00000339566"")";44;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339621"";""ENSP00000339621"")";88;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339681"";""ENSP00000339681"")";239;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339726"";""ENSP00000339726"")";25;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339754"";""ENSP00000339754"")";37;6,859410430839;0,1535
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339802"";""ENSP00000339802"")";52;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339830"";""ENSP00000339830"")";83;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000339835"";""ENSP00000339835"")";114;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340004"";""ENSP00000340004"")";246;11,5889542779538;0,3324
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340083"";""ENSP00000340083"")";1;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340212"";""ENSP00000340212"")";43;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340271"";""ENSP00000340271"")";594;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340402"";""ENSP00000340402"")";268;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340434"";""ENSP00000340434"")";101;21,2042419747556;0,0966
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340514"";""ENSP00000340514"")";59;25,62890625;0,0433
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340526"";""ENSP00000340526"")";303;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340546"";""ENSP00000340546"")";30;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340568"";""ENSP00000340568"")";57;15,4336734693878;0,0747
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340594"";""ENSP00000340594"")";124;34,4125398688336;0,0615
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340609"";""ENSP00000340609"")";147;6,5536;0,389
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340660"";""ENSP00000340660"")";64;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340677"";""ENSP00000340677"")";120;19,8831969391009;0,1206
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340691"";""ENSP00000340691"")";70;11,5114795918367;0,1229
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000340811"";""ENSP00000340811"")";51;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000341021"";""ENSP00000341021"")";54;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000341030"";""ENSP00000341030"")";115;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000341082"";""ENSP00000341082"")";35;0;1
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000341094"";""ENSP00000341094"")";82;11,6048786378457;0,1419
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000341108"";""ENSP00000341108"")";61;24,6109467455621;0,0458
"=Hyperlink(""https://string-db.org/network/9606.ENSP00000341139"";""ENSP00000341139"")";38;0;1
