"GO ID";"m";"stat";"p"
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006812"";""GO:0006812"")";7099;321,927628197533;0,5749
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006813"";""GO:0006813"")";14205;1277,18582227256;0,2496
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006814"";""GO:0006814"")";13592;3343,46615523357;0,0275
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006816"";""GO:0006816"")";23651;1532,07202287101;0,4679
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006820"";""GO:0006820"")";2529;169,589500592186;0,3258
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006821"";""GO:0006821"")";8160;404,756756962326;0,5309
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006825"";""GO:0006825"")";1526;255,6697068103;0,1012
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006826"";""GO:0006826"")";2309;266,078305524355;0,1559
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006828"";""GO:0006828"")";2967;128,738523845281;0,5044
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006833"";""GO:0006833"")";1228;24,4236933870634;0,6495
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006836"";""GO:0006836"")";6821;278,089319453399;0,6181
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006839"";""GO:0006839"")";2061;182,88032470085;0,2287
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006851"";""GO:0006851"")";3474;248,708782397001;0,3187
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006865"";""GO:0006865"")";4466;453,052213544843;0,1957
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006869"";""GO:0006869"")";10616;565,464177268873;0,5275
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006874"";""GO:0006874"")";20929;1663,43294012933;0,3395
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006878"";""GO:0006878"")";2245;147,383501043318;0,3269
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006879"";""GO:0006879"")";6338;684,701305038364;0,1673
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006882"";""GO:0006882"")";3589;399,295036381147;0,1747
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006883"";""GO:0006883"")";4837;595,207659604079;0,15
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006884"";""GO:0006884"")";2873;153,913277111772;0,4114
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006885"";""GO:0006885"")";1653;36,738060486522;0,664
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006886"";""GO:0006886"")";52811;5372,58471417395;0,1734
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006887"";""GO:0006887"")";22836;1471,47845412284;0,4663
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006888"";""GO:0006888"")";14265;1354,38133761195;0,2182
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006890"";""GO:0006890"")";8853;587,88615133725;0,3978
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006891"";""GO:0006891"")";5713;605,320157045081;0,1843
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006892"";""GO:0006892"")";4578;496,284576896419;0,1682
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006893"";""GO:0006893"")";8621;1237,42726763998;0,1108
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006895"";""GO:0006895"")";4335;367,297381890543;0,2503
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006896"";""GO:0006896"")";2351;258,011719044861;0,1745
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006897"";""GO:0006897"")";40696;3073,88676834977;0,4038
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006898"";""GO:0006898"")";20252;1496,80107219073;0,3657
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006900"";""GO:0006900"")";2024;203,842445679066;0,195
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006904"";""GO:0006904"")";6848;614,866763347626;0,2476
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006906"";""GO:0006906"")";7277;698,75743278809;0,2246
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006909"";""GO:0006909"")";8855;633,821715624891;0,3463
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006910"";""GO:0006910"")";2390;114,203757086878;0,445
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006911"";""GO:0006911"")";6183;390,751544980684;0,3899
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006913"";""GO:0006913"")";3171;271,247612879521;0,2507
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006914"";""GO:0006914"")";23939;2697,26932017304;0,1568
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006915"";""GO:0006915"")";86525;11588,9430738022;0,0859
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006919"";""GO:0006919"")";12040;2142,19337620559;0,0598
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006930"";""GO:0006930"")";2166;102,919673306707;0,4324
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006935"";""GO:0006935"")";13553;1365,42762876229;0,2021
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006936"";""GO:0006936"")";15804;1381,37118811959;0,2588
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006937"";""GO:0006937"")";915;58,6528302968342;0,2978
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006939"";""GO:0006939"")";4028;227,24564790718;0,4087
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006940"";""GO:0006940"")";3054;1647,07350058517;0,0178
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006941"";""GO:0006941"")";3144;172,583995034275;0,4046
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006952"";""GO:0006952"")";9436;890,0989062801;0,223
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006953"";""GO:0006953"")";2889;369,329140048011;0,1362
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006954"";""GO:0006954"")";51533;5893,18363110443;0,1332
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006955"";""GO:0006955"")";33341;3066,99199401359;0,2526
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006956"";""GO:0006956"")";2342;217,557586302991;0,2194
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006957"";""GO:0006957"")";2103;122,716790005928;0,3558
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006958"";""GO:0006958"")";3984;230,929305966873;0,4086
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006959"";""GO:0006959"")";7505;975,023309749525;0,1336
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006968"";""GO:0006968"")";6672;339,475773121145;0,4957
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006970"";""GO:0006970"")";2938;220,184369495435;0,2944
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006974"";""GO:0006974"")";48647;4626,63818452978;0,2155
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006977"";""GO:0006977"")";2108;199,23617368478;0,209
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006978"";""GO:0006978"")";1828;181,641337448126;0,2025
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006979"";""GO:0006979"")";22122;2036,23172321694;0,257
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006983"";""GO:0006983"")";2558;1479,11609502729;0,0132
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006986"";""GO:0006986"")";5039;274,455284363097;0,4518
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006995"";""GO:0006995"")";1625;377,555622996318;0,0573
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006996"";""GO:0006996"")";1077;55,2706392511279;0,3661
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006997"";""GO:0006997"")";4411;390,505384476114;0,2353
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0006998"";""GO:0006998"")";2522;207,986577667533;0,256
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007004"";""GO:0007004"")";2773;965,503931105229;0,0305
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007005"";""GO:0007005"")";14315;1036,2259233706;0,3586
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007007"";""GO:0007007"")";2967;164,849954445047;0,4001
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007009"";""GO:0007009"")";6893;374,084936495533;0,4703
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007010"";""GO:0007010"")";36900;4268,34458186506;0,1312
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007015"";""GO:0007015"")";25727;3099,67427173312;0,1389
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007017"";""GO:0007017"")";2001;142,889504317066;0,2885
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007018"";""GO:0007018"")";21192;1637,44003493214;0,3445
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007019"";""GO:0007019"")";3079;181,298866688964;0,38
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007020"";""GO:0007020"")";3467;470,66368372471;0,1201
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007021"";""GO:0007021"")";718;16,923182441701;0,5444
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007026"";""GO:0007026"")";5865;811,356276326647;0,1135
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007029"";""GO:0007029"")";5852;657,092873110114;0,1693
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007030"";""GO:0007030"")";22989;2006,67781373509;0,2868
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007031"";""GO:0007031"")";3508;291,814810567266;0,2594
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007032"";""GO:0007032"")";4538;353,607135559429;0,2793
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007035"";""GO:0007035"")";2602;219,227132246242;0,2542
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007040"";""GO:0007040"")";7134;539,669857119381;0,3241
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007041"";""GO:0007041"")";3811;428,739881530564;0,1661
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007042"";""GO:0007042"")";875;159,24196391137;0,0818
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007043"";""GO:0007043"")";14537;677,601622107546;0,6488
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007049"";""GO:0007049"")";50466;5561,49473574554;0,142
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007051"";""GO:0007051"")";2508;265,20541381849;0,1787
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007052"";""GO:0007052"")";9340;1645,70445247794;0,0818
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007059"";""GO:0007059"")";11581;669,369340903642;0,4911
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007062"";""GO:0007062"")";2841;201,02468289478;0,3137
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007064"";""GO:0007064"")";2045;117,778195167246;0,3708
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007076"";""GO:0007076"")";2688;340,733956320006;0,1387
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007080"";""GO:0007080"")";4985;1260,83244822695;0,0473
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007088"";""GO:0007088"")";2383;208,013582670608;0,2404
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007094"";""GO:0007094"")";4554;260,273974395406;0,4207
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007095"";""GO:0007095"")";5390;435,153930943179;0,2663
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007096"";""GO:0007096"")";1544;74,4510399399747;0,4058
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007097"";""GO:0007097"")";3700;152,766709111505;0,5418
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007098"";""GO:0007098"")";5609;565,221412863111;0,2086
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007099"";""GO:0007099"")";4660;97,4187184794992;0,8351
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007129"";""GO:0007129"")";5096;425,82820425354;0,2635
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007130"";""GO:0007130"")";2648;426,835686727831;0,0982
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007131"";""GO:0007131"")";6028;679,624542421182;0,1578
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007140"";""GO:0007140"")";3775;961,34668413693;0,0465
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007141"";""GO:0007141"")";4380;941,602123674217;0,0586
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007144"";""GO:0007144"")";1362;58,8059402134012;0,4335
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007154"";""GO:0007154"")";6982;303,152774573282;0,5947
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007155"";""GO:0007155"")";123256;10825,1779483027;0,2478
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007156"";""GO:0007156"")";57730;4483,85980438267;0,3924
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007157"";""GO:0007157"")";27318;1338,01807978613;0,7136
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007158"";""GO:0007158"")";14417;1084,81409336554;0,3376
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007159"";""GO:0007159"")";3795;428,816733282282;0,1743
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007160"";""GO:0007160"")";18420;1118,52588878578;0,4933
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007162"";""GO:0007162"")";20343;1947,07608371765;0,2287
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007163"";""GO:0007163"")";9765;2036,40851337123;0,0509
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007165"";""GO:0007165"")";231527;17852,0730403611;0,459
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007166"";""GO:0007166"")";38604;2772,80970486452;0,4423
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007167"";""GO:0007167"")";1028;84,0417868709697;0,2473
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007168"";""GO:0007168"")";720;24,6224342537804;0,4555
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007169"";""GO:0007169"")";39910;4588,07977888175;0,1315
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007171"";""GO:0007171"")";6980;313,116326849729;0,5759
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007173"";""GO:0007173"")";12326;2977,39394498649;0,0303
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007175"";""GO:0007175"")";2596;159,499239114601;0,3623
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007179"";""GO:0007179"")";17513;1318,14366606904;0,3435
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007186"";""GO:0007186"")";99611;7670,84604850119;0,4134
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007187"";""GO:0007187"")";9210;411,449438801438;0,6172
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007188"";""GO:0007188"")";11584;652,665595483581;0,5019
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007189"";""GO:0007189"")";26414;2662,46897453604;0,2129
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007190"";""GO:0007190"")";5778;1413,67372677731;0,0484
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007191"";""GO:0007191"")";1641;35,3220100333131;0,6846
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007193"";""GO:0007193"")";8931;719,191086264936;0,2891
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007194"";""GO:0007194"")";5037;309,996223516083;0,3887
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007200"";""GO:0007200"")";9729;2105,30795657886;0,0467
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007202"";""GO:0007202"")";5772;190,039195220422;0,6939
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007204"";""GO:0007204"")";23786;3298,16131851698;0,0925
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007205"";""GO:0007205"")";7910;1021,72150599733;0,1308
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007212"";""GO:0007212"")";3091;261,244625098448;0,2518
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007213"";""GO:0007213"")";6320;245,070601323199;0,6416
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007214"";""GO:0007214"")";9479;720,012987861498;0,3278
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007215"";""GO:0007215"")";14879;382,376500799171;0,9247
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007216"";""GO:0007216"")";9073;266,999967089821;0,8132
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007218"";""GO:0007218"")";17244;1246,2998415185;0,3736
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007219"";""GO:0007219"")";18471;1635,29045205436;0,2765
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007221"";""GO:0007221"")";2654;402,417854028591;0,1028
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007224"";""GO:0007224"")";10870;1028,05459726426;0,2156
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007229"";""GO:0007229"")";21988;2033,09617837822;0,255
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007249"";""GO:0007249"")";5634;465,732450012837;0,2562
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007250"";""GO:0007250"")";2271;140,318588775622;0,3464
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007252"";""GO:0007252"")";2387;64,6796815894657;0,6491
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007254"";""GO:0007254"")";8859;1142,63627758076;0,1289
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007259"";""GO:0007259"")";4729;650,904412273759;0,1157
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007263"";""GO:0007263"")";2877;186,278707813819;0,3521
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007264"";""GO:0007264"")";30455;2370,10152190339;0,3835
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007265"";""GO:0007265"")";13945;3562,0024845812;0,0268
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007266"";""GO:0007266"")";12887;877,405499299584;0,3991
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007267"";""GO:0007267"")";28563;3533,21325209418;0,1182
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007268"";""GO:0007268"")";75127;5868,91877464782;0,3815
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007269"";""GO:0007269"")";12356;896,179416345279;0,3629
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007270"";""GO:0007270"")";4705;159,711488175515;0,6542
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007271"";""GO:0007271"")";1531;145,614106099372;0,2057
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007274"";""GO:0007274"")";8416;443,799628605725;0,4943
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007275"";""GO:0007275"")";51194;4824,70859467676;0,2251
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007276"";""GO:0007276"")";2677;913,129775819595;0,0331
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007281"";""GO:0007281"")";6660;502,2667623086;0,3149
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007283"";""GO:0007283"")";60831;6803,62831662406;0,1323
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007286"";""GO:0007286"")";11989;1062,48089419856;0,2435
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007288"";""GO:0007288"")";3110;256,729608543425;0,2466
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007292"";""GO:0007292"")";2495;568,129262486085;0,0539
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007338"";""GO:0007338"")";8223;994,697109239337;0,1407
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007339"";""GO:0007339"")";4706;686,100117171149;0,1077
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007340"";""GO:0007340"")";2685;246,00612622152;0,2313
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007342"";""GO:0007342"")";2041;122,678554690887;0,3542
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007346"";""GO:0007346"")";7779;765,934921830356;0,2013
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007368"";""GO:0007368"")";13906;1308,24658657086;0,2279
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007369"";""GO:0007369"")";3231;221,617391140115;0,3296
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007389"";""GO:0007389"")";6957;283,780971221009;0,6255
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007398"";""GO:0007398"")";2063;69,9115922639427;0,5478
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007399"";""GO:0007399"")";87826;5960,09482829405;0,5709
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007405"";""GO:0007405"")";2721;115,518195118635;0,4934
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007409"";""GO:0007409"")";24747;2713,12002652399;0,1687
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007411"";""GO:0007411"")";60596;5546,32340447767;0,2358
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007413"";""GO:0007413"")";7770;544,103522000251;0,3561
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007416"";""GO:0007416"")";26605;1860,93019454888;0,4352
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007417"";""GO:0007417"")";38314;3154,01595865314;0,3311
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007420"";""GO:0007420"")";56276;4715,15708575835;0,323
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007422"";""GO:0007422"")";4932;373,932015691357;0,3034
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007492"";""GO:0007492"")";4235;410,649913711843;0,2072
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007494"";""GO:0007494"")";5003;202,657378067726;0,5856
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007498"";""GO:0007498"")";3384;350,948117406767;0,1909
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007500"";""GO:0007500"")";214;16,3028099173554;0,2267
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007507"";""GO:0007507"")";43463;6947,44841985552;0,0495
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007512"";""GO:0007512"")";2500;179,978081991463;0,3022
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007517"";""GO:0007517"")";17885;1433,80045910131;0,3164
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007519"";""GO:0007519"")";7363;428,811385627846;0,4311
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007520"";""GO:0007520"")";8665;405,504155327454;0,5756
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007528"";""GO:0007528"")";11302;890,093052323513;0,309
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007548"";""GO:0007548"")";2886;107,866780048282;0,5411
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007565"";""GO:0007565"")";9699;1838,59053649195;0,0651
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007566"";""GO:0007566"")";4541;329,504762796493;0,323
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007567"";""GO:0007567"")";1677;189,176645342004;0,1687
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007568"";""GO:0007568"")";24800;2247,39644619972;0,267
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007569"";""GO:0007569"")";4447;386,629061738769;0,2484
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007584"";""GO:0007584"")";10087;2114,05799411625;0,048
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007585"";""GO:0007585"")";5958;492,09139049739;0,2802
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007586"";""GO:0007586"")";2261;214,530861807692;0,217
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007588"";""GO:0007588"")";4453;1093,64745460074;0,0519
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007595"";""GO:0007595"")";8697;1292,3229522693;0,1079
"=Hyperlink(""https://www.ebi.ac.uk/QuickGO/term/GO:0007596"";""GO:0007596"")";12851;999,91626019468;0,317
