"Pathway ID";"m";"stat";"p"
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-389661"";""R-HSA-389661"")";4691;472,522376997401;0,2059
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5601884"";""R-HSA-5601884"")";4190;809,665440612133;0,0712
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1606322"";""R-HSA-1606322"")";2197;152,21082585802;0,3171
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-168927"";""R-HSA-168927"")";2122;104,023952353166;0,4328
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1810476"";""R-HSA-1810476"")";1712;152,21082585802;0,2325
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3295583"";""R-HSA-3295583"")";6564;243,83516832212;0,6804
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9013957"";""R-HSA-9013957"")";555;45,5687863450752;0,2283
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9686347"";""R-HSA-9686347"")";467;45,5687863450752;0,2026
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9615933"";""R-HSA-9615933"")";4467;187,911000264739;0,5747
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5083627"";""R-HSA-5083627"")";1766;15,6199638429752;0,8789
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1839117"";""R-HSA-1839117"")";4446;358,466254711082;0,279
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1839124"";""R-HSA-1839124"")";5748;827,288297361365;0,1085
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1253288"";""R-HSA-1253288"")";4385;483,5274548777;0,1764
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2022857"";""R-HSA-2022857"")";1537;362,180779750991;0,0591
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3656225"";""R-HSA-3656225"")";638;101,873317919815;0,1083
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3656243"";""R-HSA-3656243"")";816;89,9778065321981;0,1738
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3656244"";""R-HSA-3656244"")";709;83,2071256342176;0,1595
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1187000"";""R-HSA-1187000"")";2717;112,865009389024;0,5045
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2534343"";""R-HSA-2534343"")";1382;40,8700280789399;0,5699
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-193670"";""R-HSA-193670"")";688;8,7025;0,6643
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5635838"";""R-HSA-5635838"")";3566;130,241935699806;0,5973
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-210991"";""R-HSA-210991"")";2833;105,830173187628;0,5546
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619113"";""R-HSA-5619113"")";344;20,4089821113631;0,2958
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5660883"";""R-HSA-5660883"")";344;20,4089821113631;0,3048
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1236382"";""R-HSA-1236382"")";3285;213,81147686247;0,3571
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1643713"";""R-HSA-1643713"")";4000;213,81147686247;0,4484
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5637810"";""R-HSA-5637810"")";3102;168,3973562187;0,4191
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5637812"";""R-HSA-5637812"")";3102;168,3973562187;0,4246
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5637815"";""R-HSA-5637815"")";3285;213,81147686247;0,3619
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9634285"";""R-HSA-9634285"")";1914;155,72148767268;0,2676
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9652282"";""R-HSA-9652282"")";702;103,076754913508;0,13
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665230"";""R-HSA-9665230"")";702;103,076754913508;0,1234
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665233"";""R-HSA-9665233"")";702;103,076754913508;0,1248
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665244"";""R-HSA-9665244"")";702;103,076754913508;0,1189
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665245"";""R-HSA-9665245"")";702;103,076754913508;0,1257
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665246"";""R-HSA-9665246"")";702;103,076754913508;0,1217
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665247"";""R-HSA-9665247"")";702;103,076754913508;0,1252
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665249"";""R-HSA-9665249"")";702;103,076754913508;0,1214
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665250"";""R-HSA-9665250"")";702;103,076754913508;0,1262
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665251"";""R-HSA-9665251"")";702;103,076754913508;0,1269
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665348"";""R-HSA-9665348"")";3345;216,622216837816;0,3555
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9665737"";""R-HSA-9665737"")";702;103,076754913508;0,1264
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-388844"";""R-HSA-388844"")";13348;690,087310246116;0,5921
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9007892"";""R-HSA-9007892"")";551;23,7669219816385;0,3877
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1482922"";""R-HSA-1482922"")";2297;234,951056777105;0,1926
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9635486"";""R-HSA-9635486"")";2755;117,767477325949;0,5031
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9636383"";""R-HSA-9636383"")";568;45,4141206437708;0,2368
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9637687"";""R-HSA-9637687"")";1445;71,7055244055639;0,3973
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9637690"";""R-HSA-9637690"")";2443;117,767477325949;0,4418
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-430039"";""R-HSA-430039"")";1993;94,9139795260303;0,4426
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8853336"";""R-HSA-8853336"")";329;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1483249"";""R-HSA-1483249"")";14567;2441,91249601703;0,0655
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1855167"";""R-HSA-1855167"")";1405;132,877932507455;0,2155
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2393930"";""R-HSA-2393930"")";678;24,3410470436005;0,4535
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-201451"";""R-HSA-201451"")";5910;676,268209859155;0,1693
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-162592"";""R-HSA-162592"")";1646;118,897613211124;0,297
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-162594"";""R-HSA-162594"")";2081;157,289871593767;0,2762
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-164843"";""R-HSA-164843"")";1320;100,927091669174;0,2609
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-175567"";""R-HSA-175567"")";242;38,2677335587246;0,1194
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-177539"";""R-HSA-177539"")";242;38,2677335587246;0,12
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-180689"";""R-HSA-180689"")";346;45,1271439895636;0,1549
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-189085"";""R-HSA-189085"")";1258;81,3444456040882;0,3078
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8935690"";""R-HSA-8935690"")";2047;99,7488900485327;0,4371
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8963743"";""R-HSA-8963743"")";2651;138,442456110066;0,4287
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-189200"";""R-HSA-189200"")";2980;131,073580470409;0,4986
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2408552"";""R-HSA-2408552"")";66;9;0,1421
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3772470"";""R-HSA-3772470"")";2803;244,054514893118;0,2485
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-112409"";""R-HSA-112409"")";2848;191,978329584754;0,3353
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5675221"";""R-HSA-5675221"")";5895;892,92200139715;0,1077
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9652817"";""R-HSA-9652817"")";760;72,728493185596;0,2058
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-156842"";""R-HSA-156842"")";4650;319,460262947646;0,3558
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-156902"";""R-HSA-156902"")";4481;319,460262947646;0,3346
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-192823"";""R-HSA-192823"")";4859;331,281379099802;0,3553
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2408557"";""R-HSA-2408557"")";5557;648,278030075487;0,16
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-72764"";""R-HSA-72764"")";4747;327,111654818833;0,3444
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-975956"";""R-HSA-975956"")";5158;393,96344345887;0,3136
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1475029"";""R-HSA-1475029"")";1288;95,5168628680955;0,2753
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-391908"";""R-HSA-391908"")";990;27,939932489358;0,559
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4793950"";""R-HSA-4793950"")";91;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-442660"";""R-HSA-442660"")";2654;137,162741346571;0,4233
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-375280"";""R-HSA-375280"")";6708;344,383007458105;0,5098
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-390650"";""R-HSA-390650"")";302;81,1133961546565;0,061
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-912694"";""R-HSA-912694"")";2235;127,246596850066;0,3824
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-168799"";""R-HSA-168799"")";2915;148,533242690156;0,4483
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5250971"";""R-HSA-5250971"")";398;47,124125643802;0,1606
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1834941"";""R-HSA-1834941"")";2056;137,414449982228;0,3184
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3134975"";""R-HSA-3134975"")";1110;63,3339133355209;0,3451
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3248023"";""R-HSA-3248023"")";23;11,1878715814507;0,0482
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3270619"";""R-HSA-3270619"")";1865;137,414449982228;0,2851
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-390648"";""R-HSA-390648"")";2097;105,019695360367;0,424
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-445095"";""R-HSA-445095"")";10055;748,327041422591;0,3534
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5576892"";""R-HSA-5576892"")";10871;830,87412282446;0,3449
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1362409"";""R-HSA-1362409"")";1131;56,0970678148871;0,3869
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2395516"";""R-HSA-2395516"")";274;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5579026"";""R-HSA-5579026"")";334;47,8844628193945;0,1298
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5579029"";""R-HSA-5579029"")";4032;276,522083597297;0,354
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-975577"";""R-HSA-975577"")";4013;221,132088035592;0,4344
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-211935"";""R-HSA-211935"")";1318;34,5248947109673;0,5917
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-211979"";""R-HSA-211979"")";1682;125,0223834465;0,2809
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2142691"";""R-HSA-2142691"")";2985;247,394624651122;0,2684
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5649702"";""R-HSA-5649702"")";694;42,7975797583753;0,3109
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1855204"";""R-HSA-1855204"")";8456;1806,38244821702;0,0476
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-399997"";""R-HSA-399997"")";6705;199,244462339002;0,7775
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1300645"";""R-HSA-1300645"")";269;19,625029536862;0,2448
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-196843"";""R-HSA-196843"")";758;34,9214080039729;0,3804
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-196741"";""R-HSA-196741"")";4143;384,906425418377;0,2322
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-181431"";""R-HSA-181431"")";880;24,257763582826;0,5331
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-622323"";""R-HSA-622323"")";713;24,257763582826;0,4687
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-622327"";""R-HSA-622327"")";880;24,257763582826;0,5401
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-629594"";""R-HSA-629594"")";729;24,257763582826;0,467
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-629597"";""R-HSA-629597"")";562;24,257763582826;0,3917
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-450385"";""R-HSA-450385"")";1915;115,654511086098;0,3539
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-450513"";""R-HSA-450513"")";2035;173,675228989833;0,2502
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-450604"";""R-HSA-450604"")";1873;428,799171479116;0,0596
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1482883"";""R-HSA-1482883"")";675;82,4665778831261;0,1588
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-426048"";""R-HSA-426048"")";1215;50,3366705868533;0,4491
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-351143"";""R-HSA-351143"")";288;39,0542256118134;0,1448
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-629587"";""R-HSA-629587"")";337;24,257763582826;0,2556
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-211958"";""R-HSA-211958"")";1029;71,9490415815863;0,287
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2142816"";""R-HSA-2142816"")";1246;53,9266846831877;0,4333
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5579011"";""R-HSA-5579011"")";92;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-429593"";""R-HSA-429593"")";797;39,8043886957855;0,365
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5602636"";""R-HSA-5602636"")";325;14,6128117913832;0,3666
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5603027"";""R-HSA-5603027"")";325;14,6128117913832;0,3738
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5603029"";""R-HSA-5603029"")";901;62,7953181667133;0,2742
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5684264"";""R-HSA-5684264"")";3020;171,627296225126;0,4097
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-933542"";""R-HSA-933542"")";4195;376,735141902516;0,2457
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-933543"";""R-HSA-933543"")";1313;60,9776101139819;0,4129
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-937039"";""R-HSA-937039"")";1687;90,2714421742049;0,3813
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-975144"";""R-HSA-975144"")";1687;90,2714421742049;0,3809
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8981607"";""R-HSA-8981607"")";308;16,1846104793283;0,3045
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8986944"";""R-HSA-8986944"")";16533;1750,17640702329;0,2166
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9022699"";""R-HSA-9022699"")";6094;155,850626279086;0,8168
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5666185"";""R-HSA-5666185"")";835;17,6170655567118;0,5948
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8964572"";""R-HSA-8964572"")";454;32,2374435314013;0,263
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1483148"";""R-HSA-1483148"")";1284;69,8006787096653;0,3638
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-71288"";""R-HSA-71288"")";723;94,0732069035518;0,1454
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1266695"";""R-HSA-1266695"")";2878;287,039742349828;0,2085
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-982772"";""R-HSA-982772"")";2976;255,078751233931;0,2523
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-203641"";""R-HSA-203641"")";734;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-187015"";""R-HSA-187015"")";894;78,4521879024219;0,2267
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-187024"";""R-HSA-187024"")";793;69,7496879024219;0,2227
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619071"";""R-HSA-5619071"")";62;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-446199"";""R-HSA-446199"")";555;6,9504132231405;0,7006
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4755609"";""R-HSA-4755609"")";201;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-75109"";""R-HSA-75109"")";2337;153,15348990785;0,3284
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-177162"";""R-HSA-177162"")";334;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8963889"";""R-HSA-8963889"")";3885;366,036261471336;0,2233
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8963901"";""R-HSA-8963901"")";757;127,13736972554;0,1073
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8849469"";""R-HSA-8849469"")";670;177,568368372909;0,0561
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-373752"";""R-HSA-373752"")";23658;2968,1094569235;0,1312
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1300642"";""R-HSA-1300642"")";1066;52,3699517732216;0,3819
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-165158"";""R-HSA-165158"")";505;80,3120115708386;0,1101
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3000480"";""R-HSA-3000480"")";3833;435,062809583451;0,1701
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-164939"";""R-HSA-164939"")";238;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-167590"";""R-HSA-167590"")";1253;31,3188229708462;0,6023
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-182218"";""R-HSA-182218"")";1127;81,4368366096817;0,2762
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-190873"";""R-HSA-190873"")";1808;67,1302227486839;0,5237
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-196025"";""R-HSA-196025"")";1562;42,0625630457495;0,6007
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-416993"";""R-HSA-416993"")";6823;901,449753930234;0,1261
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5099900"";""R-HSA-5099900"")";3957;198,816558938636;0,4815
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5140745"";""R-HSA-5140745"")";2517;147,460553963918;0,3777
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-264870"";""R-HSA-264870"")";2005;127,415093520819;0,3327
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5223345"";""R-HSA-5223345"")";5280;779,138443711382;0,1034
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-166665"";""R-HSA-166665"")";1663;107,954577611767;0,3226
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-196836"";""R-HSA-196836"")";1050;68,5512835347238;0,3071
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-192456"";""R-HSA-192456"")";503;9;0,5612
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-71240"";""R-HSA-71240"")";2689;152,712758527664;0,399
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-196791"";""R-HSA-196791"")";2869;54,9417087738526;0,8021
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-211916"";""R-HSA-211916"")";315;13,4590298689612;0,3877
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5579027"";""R-HSA-5579027"")";21;6,5440778799351;0,1107
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-163841"";""R-HSA-163841"")";4209;292,490459737411;0,3358
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5358493"";""R-HSA-5358493"")";674;59,8546939109529;0,215
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-168275"";""R-HSA-168275"")";300;17,41;0,2934
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-427975"";""R-HSA-427975"")";690;50,7157826485;0,2573
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-209931"";""R-HSA-209931"")";780;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9700645"";""R-HSA-9700645"")";3636;822,598565726155;0,0587
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-112122"";""R-HSA-112122"")";56;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8939242"";""R-HSA-8939242"")";773;129,947730475348;0,1004
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6783783"";""R-HSA-6783783"")";3484;604,570117241617;0,0925
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-425561"";""R-HSA-425561"")";4832;461,762503046217;0,224
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619055"";""R-HSA-5619055"")";472;55,3360242038654;0,1623
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-173107"";""R-HSA-173107"")";212;22,0711132579264;0,184
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2161522"";""R-HSA-2161522"")";1345;118,898588379835;0,2299
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2161541"";""R-HSA-2161541"")";453;75,2355132032806;0,1045
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-71384"";""R-HSA-71384"")";1015;30,8852747188171;0,5217
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5679001"";""R-HSA-5679001"")";131;177,56775362242;0,006
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6803211"";""R-HSA-6803211"")";2241;81,600612620174;0,5505
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-174403"";""R-HSA-174403"")";1266;112,389824511201;0,2271
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5423646"";""R-HSA-5423646"")";1670;95,1019214876033;0,3674
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-844623"";""R-HSA-844623"")";190;22,3144531878023;0,163
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2485179"";""R-HSA-2485179"")";1574;65,4930455780369;0,4647
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5689877"";""R-HSA-5689877"")";4874;736,720753371964;0,1062
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6799198"";""R-HSA-6799198"")";5825;396,986434288579;0,3696
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5579005"";""R-HSA-5579005"")";74;12,0177777777778;0,1277
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6783589"";""R-HSA-6783589"")";3113;504,791046928287;0,102
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6788467"";""R-HSA-6788467"")";2158;411,560532280482;0,0774
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-447043"";""R-HSA-447043"")";2414;163,672754982064;0,3326
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6782861"";""R-HSA-6782861"")";1265;70,8455781980097;0,3431
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2022090"";""R-HSA-2022090"")";13470;2781,28955232697;0,0427
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-216083"";""R-HSA-216083"")";18508;3210,86734913624;0,0604
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2214320"";""R-HSA-2214320"")";3447;2290,9042559914;0,0118
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2243919"";""R-HSA-2243919"")";3948;2290,99117316229;0,0106
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3000170"";""R-HSA-3000170"")";6879;434,161470822485;0,4119
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3000178"";""R-HSA-3000178"")";20205;3529,62644076726;0,0546
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-430116"";""R-HSA-430116"")";1630;184,611971627037;0,1766
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-75892"";""R-HSA-75892"")";3088;175,221846485098;0,4063
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8948216"";""R-HSA-8948216"")";15956;2809,04076175068;0,0591
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5250958"";""R-HSA-5250958"")";1335;68,2107142685765;0,3851
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-186797"";""R-HSA-186797"")";12518;3311,03225627366;0,0247
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-375165"";""R-HSA-375165"")";18273;3998,42421038068;0,0344
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-419037"";""R-HSA-419037"")";13087;3431,5326226985;0,0293
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-446107"";""R-HSA-446107"")";1697;95,2830125812142;0,3707
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6793080"";""R-HSA-6793080"")";914;30,9236372808629;0,4935
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8868766"";""R-HSA-8868766"")";1598;75,2678208234096;0,4283
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1296072"";""R-HSA-1296072"")";14654;3290,70921818742;0,0318
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-112311"";""R-HSA-112311"")";1366;40,5843143504978;0,5636
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-156581"";""R-HSA-156581"")";1713;61,3256560662908;0,5192
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-379397"";""R-HSA-379397"")";209;10,89;0,2942
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-379398"";""R-HSA-379398"")";134;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-379401"";""R-HSA-379401"")";364;10,89;0,4345
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-425410"";""R-HSA-425410"")";3151;511,549789667474;0,0993
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5652084"";""R-HSA-5652084"")";663;6,61224489795918;0,776
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-70350"";""R-HSA-70350"")";373;6,61224489795918;0,6294
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1362277"";""R-HSA-1362277"")";2385;182,730516040749;0,2869
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1362300"";""R-HSA-1362300"")";2072;109,976543432022;0,4062
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69205"";""R-HSA-69205"")";3321;253,252364218383;0,3
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-433692"";""R-HSA-433692"")";600;16,8839669421488;0,4836
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-417973"";""R-HSA-417973"")";317;49,2594835912352;0,1191
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-111367"";""R-HSA-111367"")";810;148,691942156662;0,0888
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-77588"";""R-HSA-77588"")";919;163,356093181582;0,0971
