"Pathway ID";"m";"stat";"p"
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1638091"";""R-HSA-1638091"")";21381;1867,01401154937;0,3047
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1793185"";""R-HSA-1793185"")";17023;2019,27217457409;0,1655
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-196854"";""R-HSA-196854"")";38380;3524,48539321233;0,2724
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1971475"";""R-HSA-1971475"")";10777;1081,55635901429;0,2127
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2022928"";""R-HSA-2022928"")";15976;1370,71741919321;0,287
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2024096"";""R-HSA-2024096"")";10858;1337,51162050092;0,153
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3560782"";""R-HSA-3560782"")";12354;1558,6837609484;0,1527
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3560783"";""R-HSA-3560783"")";8878;1035,81495375509;0,1588
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3560801"";""R-HSA-3560801"")";8790;1035,81495375509;0,1624
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3656237"";""R-HSA-3656237"")";9108;1086,81861061217;0,1551
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3656253"";""R-HSA-3656253"")";9108;1086,81861061217;0,1524
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4420332"";""R-HSA-4420332"")";8799;1035,81495375509;0,1554
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6806667"";""R-HSA-6806667"")";12970;1355,14044992675;0,2078
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-975634"";""R-HSA-975634"")";12447;1311,01654927321;0,2019
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9659379"";""R-HSA-9659379"")";19640;1181,27925221675;0,5163
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9662360"";""R-HSA-9662360"")";18373;1011,50646211469;0,5818
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9662361"";""R-HSA-9662361"")";14429;911,689495151309;0,4658
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-212165"";""R-HSA-212165"")";15479;1883,25130460572;0,1572
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-427413"";""R-HSA-427413"")";7532;948,468303261112;0,1404
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5250941"";""R-HSA-5250941"")";7726;948,468303261112;0,1529
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6790901"";""R-HSA-6790901"")";5312;130,549991979788;0,8136
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6791226"";""R-HSA-6791226"")";13915;1160,258125252;0,3049
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-72312"";""R-HSA-72312"")";16130;1251,498920052;0,3399
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-73863"";""R-HSA-73863"")";3978;566,628071862607;0,1195
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-73864"";""R-HSA-73864"")";8322;1235,42186609115;0,1069
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8868773"";""R-HSA-8868773"")";14532;1176,23109922859;0,3149
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-211897"";""R-HSA-211897"")";9009;687,862236386806;0,3405
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-211945"";""R-HSA-211945"")";12219;821,271795226995;0,418
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-211981"";""R-HSA-211981"")";3139;284,002393755635;0,2428
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1660661"";""R-HSA-1660661"")";10366;514,744760711686;0,5841
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-428157"";""R-HSA-428157"")";15829;806,992496324313;0,6133
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1296346"";""R-HSA-1296346"")";2367;133,501527360004;0,3945
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1299308"";""R-HSA-1299308"")";377;31,9216152922447;0,2181
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5576886"";""R-HSA-5576886"")";3171;255,989120069815;0,2836
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2022923"";""R-HSA-2022923"")";2158;204,02382283835;0,2261
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-72200"";""R-HSA-72200"")";625;6,9504132231405;0,7308
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-75072"";""R-HSA-75072"")";1158;41,0122153351699;0,485
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-75094"";""R-HSA-75094"")";625;6,9504132231405;0,738
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2682334"";""R-HSA-2682334"")";23109;1328,40544576583;0,5728
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3928662"";""R-HSA-3928662"")";12336;868,091863104717;0,3977
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8856828"";""R-HSA-8856828"")";29008;2081,71481408302;0,4416
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-977225"";""R-HSA-977225"")";13037;1512,0585759538;0,1789
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1474228"";""R-HSA-1474228"")";31616;3827,69036546808;0,1248
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1474244"";""R-HSA-1474244"")";72061;6822,07755975093;0,2387
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2564830"";""R-HSA-2564830"")";1276;196,040154574257;0,1186
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5368287"";""R-HSA-5368287"")";7408;657,595889909238;0,2561
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5389840"";""R-HSA-5389840"")";6716;542,494280107507;0,2962
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9013148"";""R-HSA-9013148"")";42736;3412,63798558928;0,37
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9013405"";""R-HSA-9013405"")";11800;667,657845089152;0,5206
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2187335"";""R-HSA-2187335"")";312;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2453864"";""R-HSA-2453864"")";1251;181,971595636974;0,1265
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2474795"";""R-HSA-2474795"")";1251;181,971595636974;0,1224
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-419771"";""R-HSA-419771"")";594;14,1730694731405;0,5577
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9675143"";""R-HSA-9675143"")";1251;181,971595636974;0,1197
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-877300"";""R-HSA-877300"")";11909;2073,92624230229;0,0681
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-913531"";""R-HSA-913531"")";25827;3278,48719375528;0,1186
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1474165"";""R-HSA-1474165"")";14041;1006,11850189258;0,3848
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1500620"";""R-HSA-1500620"")";11324;893,253492503554;0,3229
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2559586"";""R-HSA-2559586"")";5813;369,509523990703;0,3986
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5685938"";""R-HSA-5685938"")";6365;769,359930707136;0,1504
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5685942"";""R-HSA-5685942"")";11546;740,819681340279;0,4461
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693537"";""R-HSA-5693537"")";7819;519,642853806823;0,3975
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693548"";""R-HSA-5693548"")";927;56,6401991869527;0,3185
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693554"";""R-HSA-5693554"")";6416;464,981915332737;0,342
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693565"";""R-HSA-5693565"")";9182;894,463397237169;0,2275
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693567"";""R-HSA-5693567"")";16580;1619,83059015447;0,2317
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693568"";""R-HSA-5693568"")";7819;519,642853806823;0,3988
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693571"";""R-HSA-5693571"")";7416;608,038719077512;0,2936
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693579"";""R-HSA-5693579"")";8470;516,262770232637;0,4392
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693606"";""R-HSA-5693606"")";9242;894,463397237169;0,2176
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693607"";""R-HSA-5693607"")";10184;672,633424265953;0,4139
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5693616"";""R-HSA-5693616"")";8033;493,255074012942;0,4377
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6804756"";""R-HSA-6804756"")";13144;847,042573974732;0,4474
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69473"";""R-HSA-69473"")";9913;781,489263879944;0,3288
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69481"";""R-HSA-69481"")";17423;1733,49063505038;0,2289
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-912446"";""R-HSA-912446"")";5219;532,846407197493;0,2053
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9675135"";""R-HSA-9675135"")";7747;531,31128084334;0,3795
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9675136"";""R-HSA-9675136"")";6235;458,389512118712;0,3409
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9701193"";""R-HSA-9701193"")";6235;458,389512118712;0,3396
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9704331"";""R-HSA-9704331"")";6235;458,389512118712;0,3396
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9704646"";""R-HSA-9704646"")";6235;458,389512118712;0,3458
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-68884"";""R-HSA-68884"")";2478;247,788270390884;0,2005
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-983189"";""R-HSA-983189"")";10865;724,692586510551;0,4185
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-204005"";""R-HSA-204005"")";11967;1261,90847982067;0,1969
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5694530"";""R-HSA-5694530"")";4900;614,307473228057;0,1493
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2565942"";""R-HSA-2565942"")";14378;1378,97878847264;0,2412
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3371497"";""R-HSA-3371497"")";6730;295,792384280067;0,5953
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-380259"";""R-HSA-380259"")";11594;1179,26057883997;0,2061
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-380270"";""R-HSA-380270"")";13387;1301,73562314537;0,2249
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-380284"";""R-HSA-380284"")";11594;1179,26057883997;0,2128
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-380287"";""R-HSA-380287"")";13387;1301,73562314537;0,2254
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-380320"";""R-HSA-380320"")";14197;1320,47393165693;0,2431
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-453274"";""R-HSA-453274"")";27471;3209,00953503477;0,1481
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5620912"";""R-HSA-5620912"")";16161;1487,63042981105;0,2555
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6811436"";""R-HSA-6811436"")";9030;334,561425028723;0,7242
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69275"";""R-HSA-69275"")";27209;2847,85008084856;0,2033
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8854518"";""R-HSA-8854518"")";11920;1224,93243341315;0,2025
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-114508"";""R-HSA-114508"")";12112;1069,20725289622;0,2687
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1168372"";""R-HSA-1168372"")";12703;1107,34904418304;0,2783
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1169092"";""R-HSA-1169092"")";708;22,0852034394565;0,4882
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2454202"";""R-HSA-2454202"")";26103;2346,00206216874;0,2849
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2871837"";""R-HSA-2871837"")";11292;1101,80280609695;0,2238
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-354192"";""R-HSA-354192"")";6312;819,235739743529;0,1295
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-392517"";""R-HSA-392517"")";4442;305,510758810356;0,3496
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-416476"";""R-HSA-416476"")";48082;3174,86875462978;0,5585
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-76009"";""R-HSA-76009"")";7051;819,235739743529;0,1588
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-983705"";""R-HSA-983705"")";20984;2056,10781691913;0,2376
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-166520"";""R-HSA-166520"")";26079;1927,83247658455;0,416
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-177504"";""R-HSA-177504"")";3431;190,437620032056;0,433
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-187037"";""R-HSA-187037"")";18900;1384,8473743082;0,3903
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1428517"";""R-HSA-1428517"")";18897;1600,37898640217;0,3019
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-163200"";""R-HSA-163200"")";11080;814,34244292439;0,3589
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-611105"";""R-HSA-611105"")";9654;683,857992769159;0,3772
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9707564"";""R-HSA-9707564"")";16306;1899,83019925572;0,1784
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9711123"";""R-HSA-9711123"")";20441;1964,04787140346;0,2578
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8854214"";""R-HSA-8854214"")";5855;285,590593124214;0,5279
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8980692"";""R-HSA-8980692"")";39922;2448,21174805468;0,5961
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-983170"";""R-HSA-983170"")";3838;223,76251520032;0,4075
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1368108"";""R-HSA-1368108"")";5555;679,681193495417;0,1458
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-196807"";""R-HSA-196807"")";4666;428,288308477567;0,2348
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-196849"";""R-HSA-196849"")";22275;1775,79321935019;0,343
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-197264"";""R-HSA-197264"")";2987;329,789528772571;0,1793
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-400253"";""R-HSA-400253"")";13106;1988,02367548718;0,0992
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6811440"";""R-HSA-6811440"")";9021;695,359912119229;0,3307
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-447115"";""R-HSA-447115"")";6717;412,869137062157;0,4225
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8984722"";""R-HSA-8984722"")";2272;197,274181635288;0,2478
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9020956"";""R-HSA-9020956"")";1781;128,369187546485;0,2865
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-373755"";""R-HSA-373755"")";15773;1179,61959660866;0,358
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-416700"";""R-HSA-416700"")";5782;577,594650964187;0,212
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9609690"";""R-HSA-9609690"")";12148;1104,79077032171;0,2533
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5658442"";""R-HSA-5658442"")";8228;1065,24822940217;0,1326
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-71064"";""R-HSA-71064"")";2620;230,868822471141;0,2385
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2022377"";""R-HSA-2022377"")";2572;93,9154633119925;0,5622
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2980736"";""R-HSA-2980736"")";15652;1493,07061142406;0,2403
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9035034"";""R-HSA-9035034"")";9185;370,745456208273;0,6876
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-417957"";""R-HSA-417957"")";953;74,2411210941947;0,2476
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-418038"";""R-HSA-418038"")";1270;123,50060468543;0,2117
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-70263"";""R-HSA-70263"")";3209;226,926595361345;0,3265
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-70635"";""R-HSA-70635"")";1053;50,4419939806521;0,3877
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1538133"";""R-HSA-1538133"")";3461;205,982629090438;0,3987
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-171319"";""R-HSA-171319"")";2340;320,503749090304;0,1279
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-174143"";""R-HSA-174143"")";10480;1731,4632716992;0,0905
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-176187"";""R-HSA-176187"")";3961;109,130469567955;0,724
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-176408"";""R-HSA-176408"")";8987;1699,58168721531;0,0674
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-187577"";""R-HSA-187577"")";5507;829,78782481942;0,1088
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2559582"";""R-HSA-2559582"")";8243;1529,62481626883;0,0736
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-453276"";""R-HSA-453276"")";10480;1731,4632716992;0,0871
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6791312"";""R-HSA-6791312"")";6088;293,292668466407;0,5395
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6804116"";""R-HSA-6804116"")";1226;52,9899918826163;0,4305
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-68911"";""R-HSA-68911"")";453;375,007122791455;0,0128
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-68949"";""R-HSA-68949"")";7236;1073,16851200989;0,1074
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-68962"";""R-HSA-68962"")";3482;316,244349093617;0,236
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69002"";""R-HSA-69002"")";8840;1518,24113316538;0,0931
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69017"";""R-HSA-69017"")";7938;1610,99693084469;0,0621
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69052"";""R-HSA-69052"")";9954;1806,80485746747;0,0704
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69200"";""R-HSA-69200"")";800;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69231"";""R-HSA-69231"")";7081;1773,61787224617;0,0406
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69236"";""R-HSA-69236"")";7081;1773,61787224617;0,0365
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69239"";""R-HSA-69239"")";13234;2461,82933499207;0,0548
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69273"";""R-HSA-69273"")";2679;359,753006751975;0,1362
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69306"";""R-HSA-69306"")";14041;2830,09990028939;0,0449
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69563"";""R-HSA-69563"")";7248;1198,74018660143;0,0933
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69580"";""R-HSA-69580"")";7248;1198,74018660143;0,098
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69615"";""R-HSA-69615"")";7468;1213,66787255184;0,0895
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8848021"";""R-HSA-8848021"")";18068;1644,41178717783;0,2717
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8849470"";""R-HSA-8849470"")";370;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9006927"";""R-HSA-9006927"")";18068;1644,41178717783;0,2704
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9616222"";""R-HSA-9616222"")";5267;453,022631551752;0,2609
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9659787"";""R-HSA-9659787"")";3101;898,661026072071;0,0427
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9661069"";""R-HSA-9661069"")";3101;898,661026072071;0,0408
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9675126"";""R-HSA-9675126"")";5784;1666,57531331503;0,032
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9687139"";""R-HSA-9687139"")";5707;1639,13760821604;0,0356
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2453902"";""R-HSA-2453902"")";2169;254,531510428216;0,159
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5362517"";""R-HSA-5362517"")";5360;612,325530612893;0,1742
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5365859"";""R-HSA-5365859"")";2235;123,805406028276;0,386
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-445355"";""R-HSA-445355"")";7823;632,414315353781;0,3139
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-159227"";""R-HSA-159227"")";5607;437,568021521306;0,3082
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-159230"";""R-HSA-159230"")";5716;452,232172546226;0,2958
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-159231"";""R-HSA-159231"")";6850;484,744469722154;0,3632
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-159234"";""R-HSA-159234"")";6959;499,408620747074;0,3479
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-159236"";""R-HSA-159236"")";8522;754,161306556397;0,2646
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-72187"";""R-HSA-72187"")";5306;511,458328188535;0,2202
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-72202"";""R-HSA-72202"")";10066;816,001905782166;0,3124
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-73856"";""R-HSA-73856"")";5974;607,962632730081;0,2074
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2559585"";""R-HSA-2559585"")";5047;1145,26304644908;0,0569
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3214858"";""R-HSA-3214858"")";5225;467,60121422522;0,2465
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3247509"";""R-HSA-3247509"")";42449;5490,17703497746;0,1044
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4839726"";""R-HSA-4839726"")";42449;5490,17703497746;0,1067
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-75815"";""R-HSA-75815"")";5806;857,229993263088;0,1017
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9630747"";""R-HSA-9630747"")";707;220,936217545924;0,0459
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9630750"";""R-HSA-9630750"")";707;220,936217545924;0,0424
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9630791"";""R-HSA-9630791"")";54;220,936217545924;9e-04
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9630794"";""R-HSA-9630794"")";707;220,936217545924;0,044
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9632693"";""R-HSA-9632693"")";707;220,936217545924;0,0455
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9632697"";""R-HSA-9632697"")";54;220,936217545924;0,0013
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9632700"";""R-HSA-9632700"")";707;220,936217545924;0,0427
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9675132"";""R-HSA-9675132"")";707;220,936217545924;0,0446
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3781860"";""R-HSA-3781860"")";1703;276,336339055302;0,1028
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4720475"";""R-HSA-4720475"")";104;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8876725"";""R-HSA-8876725"")";3024;101,320976528986;0,6027
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1169091"";""R-HSA-1169091"")";9376;1027,44197936614;0,1825
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1234174"";""R-HSA-1234174"")";8545;1275,84517138232;0,1164
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1234176"";""R-HSA-1234176"")";7503;1048,29710854667;0,1209
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1236974"";""R-HSA-1236974"")";9512;977,448845644848;0,1985
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1236975"";""R-HSA-1236975"")";11350;1165,31636813479;0,1991
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1236978"";""R-HSA-1236978"")";5002;843,166081966841;0,0907
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-169911"";""R-HSA-169911"")";6762;879,378337271191;0,1319
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-174084"";""R-HSA-174084"")";6864;1488,56518351454;0,0577
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-174113"";""R-HSA-174113"")";5895;888,270442195383;0,1042
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-174154"";""R-HSA-174154"")";7500;1566,44589756536;0,0622
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-174178"";""R-HSA-174178"")";8499;1606,35525982703;0,0725
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-174184"";""R-HSA-174184"")";7972;1652,14857490548;0,0526
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-176409"";""R-HSA-176409"")";8197;1652,14857490548;0,0615
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-176814"";""R-HSA-176814"")";8280;1652,14857490548;0,062
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-179419"";""R-HSA-179419"")";8118;1652,14857490548;0,0565
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-180534"";""R-HSA-180534"")";5484;880,242664417606;0,0945
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-180585"";""R-HSA-180585"")";5295;886,120517402298;0,0884
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-202403"";""R-HSA-202403"")";18190;2084,69788159694;0,1733
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-202424"";""R-HSA-202424"")";13205;1733,41795826359;0,1366
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-211733"";""R-HSA-211733"")";5226;849,344274329998;0,0932
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-349425"";""R-HSA-349425"")";5707;882,037154778473;0,0993
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-350562"";""R-HSA-350562"")";5245;827,596299283782;0,0948
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-351202"";""R-HSA-351202"")";6003;882,098237804289;0,1085
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-376176"";""R-HSA-376176"")";34370;4079,97978051448;0,1336
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3858494"";""R-HSA-3858494"")";30482;2636,21692818814;0,3153
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4086400"";""R-HSA-4086400"")";13735;1323,48483282651;0,2316
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-450408"";""R-HSA-450408"")";5380;922,478070608899;0,085
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-450531"";""R-HSA-450531"")";10494;1912,34605620602;0,0667
